Blue Seal;GP514-LS;600mm Gas Griddle with Leg Stand;7;1982.4;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;GP514_B_ZZ_UK_HR.png;600;812;1085;58;
Blue Seal;GP516-B;900mm Gas Griddle Bench Model;7;2147.6;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;GP516_B_UK_HR.png;900;812;485;58;
Blue Seal;GP516-LS;900mm Gas Griddle with Leg Stand;7;2324.6;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;GP516_B_UK_HR.png;900;812;1085;58;
Blue Seal;GP518-LS;1200mm Gas Griddle with Leg Stand;7;2973.6;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;GP518_LS_UK_HR.png;1200;812;1085;58;
Blue Seal;EP514-B;600mm Electric Griddle Bench Model;7;1982.4;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;EP514_B_UK_HR.png;600;812;485;58;
Blue Seal;EP514-LS;600mm Electric Griddle with Leg Stand;7;2065;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;EP514_B_UK_HR.png;600;812;1085;58;
Blue Seal;EP516-B;900mm Electric Griddle Bench Model;7;2306.9;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;EP516_B_UK_HR.png;900;812;485;58;
Blue Seal;EP516-LS;900mm Electric Griddle with Leg Stand;7;2483.9;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;EP516_B_UK_HR.png;900;812;1085;58;
Blue Seal;EP518-LS;1200mm Electric Griddle with Leg Stand;7;2973.6;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;EP518_LS_UK_HR.png;1200;812;1085;58;
Blue Seal;EP518-RB;1200mm Electric Griddle with Refrigerated Base;7;4466.3;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;ep518arb-l_1_.jpg;1200;812;1085;58;
Blue Seal;G592-B;300mm Gas Chargrill Bench Top;7;967.6;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;G592_B_UK_HR.png;300;812;485;58;
Blue Seal;G594-LS;600mm Gas Chargrill with Leg Stand;7;1929.3;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;G594_LS_UK_HR.png;600;812;1085;58;
Blue Seal;G596-LS;900mm Gas Chargrill with Leg Stand;7;2070.9;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;G596_LS_UK_HR.png;G596_LS_LH_UK_HR.png;G596_LS_50_50GRATES_LH_UK_HR.png;G596_LS_300PLATE_LH_UK_HR.png;G596_LS_300PLATE_UK_HR.png;G596_LS_450PLATE_UK_HR.png;G596_LS_SIMMERPLATE_UK_HR.png;900;812;1085;58;
Blue Seal;G598-LS;1200mm Gas Chargrill with Leg Stand;7;2401.3;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;G598_LS_UK_HR.png;G598_LS_450PLATE_UK_HR.png;1200;812;1085;58;
Blue Seal;G598-B;1200mm Gas Chargrill Bench Model;7;0;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;G598_LS_UK_HR.png;G598_LS_450PLATE_UK_HR.png;1200;812;585;58;
Blue Seal;G91B;900mm Gas Salamander;7;1050.2;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;G91B_UK_HR.png;900;424;456;58;
Blue Seal;E91B;900mm Electric Salamander;7;1050.2;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;E91B_UK_HR.png;900;424;456;58;
Blue Seal;GT45;450mm Single Tank Twin Basket Gas Fryer;7;1758.2;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;GT45_UK_HR.png;450;812;1085;58;
Blue Seal;GT45E;450mm Single Tank Twin Basket Gas Fryer;7;2065;http://data.klsonline.co.uk/imagehost/suppliers/blueseal/;GT45E_UK_HR.png;450;812;1085;58;
